Trying to pull quay.io/konveyor/generic-external-provider:v0.9.0-rc.1...
Getting image source signatures
Copying blob sha256:91c155f5683e47b3336b75924715d56597a9bb8276fdcdaa1510c0c07a575a0e
Copying blob sha256:063fbd5fac6af91f4042bbe66bae69795aa46675d5b0c800ed195ad79ed8fb02
Copying config sha256:27d18a6ef30d29bab1379522ebd65ceac47464ca4c04283164d7424c75924c18
Writing manifest to image destination
6b6087b250fb51cb67bd3bca72b2123946b434727d3fad0412b85270470b8505
time="2026-02-24T09:32:03-05:00" level=info msg="provider configuration" config="{\"location\":\"/opt/input/source\",\"analysisMode\":\"full\",\"providerSpecificConfig\":{\"lspServerArgs\":[\"--stdio\"],\"lspServerName\":\"nodejs\",\"lspServerPath\":\"/usr/local/bin/typescript-language-server\",\"workspaceFolders\":[\"file:///opt/input/source\"]},\"proxyConfig\":{\"HTTPProxy\":\"\",\"HTTPSProxy\":\"\",\"NoProxy\":\"\",\"CGI\":false},\"pipeName\":\"\",\"initialized\":false}" logger=nodejs provider=grpc
time="2026-02-24T09:32:08-05:00" level=debug msg="starting provider" locations="[\"/Users/jmatthews/VM-Shared/patternfly_experiments/pranavs_skill/playpen-pf-mig-skills/experiments/migration-skill-quipuchords-jwm/quipucords-ui\"]" provider=builtin
time="2026-02-24T09:33:05-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00040
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00040
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=49
time="2026-02-24T09:33:05-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="<FormGroup[^>]*\\blabelIcon\\b"
time="2026-02-24T09:33:05-05:00" level=unknown msg="searching for multiline pattern using parallelWalk" literal=false pattern="<FormGroup[^>]*\\blabelIcon\\b" totalFiles=158
time="2026-02-24T09:33:05-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-form-00010 worker=2
time="2026-02-24T09:33:05-05:00" level=unknown msg="finished rule" error=null found=55 matched=false ruleID=patternfly-v5-to-patternfly-v6-form-00010 worker=2
time="2026-02-24T09:33:05-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-empty-state-00020 ruleset=patternfly-v5/patternfly-v6 worker=2
time="2026-02-24T09:33:05-05:00" level=info msg="Adding Carrier span info to context" worker=2
time="2026-02-24T09:33:05-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-empty-state-00020 worker=2
time="2026-02-24T09:33:05-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-form-00010
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-form-00010
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=50
time="2026-02-24T09:33:05-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:05-05:00" level=unknown msg="analyzing pattern" needsMultiline=false pattern="export.*EmptyStateHeader.*from.*@patternfly/react-core"
time="2026-02-24T09:33:05-05:00" level=unknown msg="searching for pattern" batchSize=158 pattern="export.*EmptyStateHeader.*from.*@patternfly/react-core" totalFiles=158
time="2026-02-24T09:33:05-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00000 worker=5
time="2026-02-24T09:33:05-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-empty-state-00000 worker=5
time="2026-02-24T09:33:05-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-empty-state-00030 ruleset=patternfly-v5/patternfly-v6 worker=5
time="2026-02-24T09:33:05-05:00" level=info msg="Adding Carrier span info to context" worker=5
time="2026-02-24T09:33:05-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-empty-state-00030 worker=5
time="2026-02-24T09:33:05-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00000
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00000
time="2026-02-24T09:33:05-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=51
time="2026-02-24T09:33:05-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:06-05:00" level=unknown msg="analyzing pattern" needsMultiline=false pattern="export.*EmptyStateIcon.*from.*@patternfly/react-core"
time="2026-02-24T09:33:06-05:00" level=unknown msg="searching for pattern" batchSize=158 pattern="export.*EmptyStateIcon.*from.*@patternfly/react-core" totalFiles=158
time="2026-02-24T09:33:06-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00010 worker=8
time="2026-02-24T09:33:06-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-empty-state-00010 worker=8
time="2026-02-24T09:33:06-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-unauthorized-access-00000 ruleset=patternfly-v5/patternfly-v6 worker=8
time="2026-02-24T09:33:06-05:00" level=info msg="Adding Carrier span info to context" worker=8
time="2026-02-24T09:33:06-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00000 worker=8
time="2026-02-24T09:33:06-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00010
time="2026-02-24T09:33:06-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-empty-state-00010
time="2026-02-24T09:33:06-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:06-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=52
time="2026-02-24T09:33:09-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:09-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:09-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-data-list-00000 worker=7
time="2026-02-24T09:33:09-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"\\u003cDataListAction[^\\u003e]*\\\\bisPlainButtonAction\\\\b\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-data-list-00000\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-data-list-00000\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-data-list-00000
time="2026-02-24T09:33:09-05:00" level=unknown msg="searching for files" additionalPaths="[]" criteria="{\"Patterns\":[\"\\\\.(j|t)sx?$\"],\"ConditionFilepaths\":null}" providerScopeConstraints="{\"IncludePathsOrPatterns\":[],\"ExcludePathsOrPatterns\":[\"node_modules\",\"vendor\",\".git\",\"dist\",\"build\",\"target\",\".venv\",\"venv\"]}" ruleScopedConstraints="{\"IncludePathsOrPatterns\":null,\"ExcludePathsOrPatterns\":null}"
time="2026-02-24T09:33:09-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"\\u003cHelperTextItem[^\\u003e]*\\\\bhasIcon\\\\b\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-helper-text-00000\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-helper-text-00000\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-helper-text-00000
time="2026-02-24T09:33:09-05:00" level=unknown msg="searching for files" additionalPaths="[]" criteria="{\"Patterns\":[\"\\\\.(j|t)sx?$\"],\"ConditionFilepaths\":null}" providerScopeConstraints="{\"IncludePathsOrPatterns\":[],\"ExcludePathsOrPatterns\":[\"node_modules\",\"vendor\",\".git\",\"dist\",\"build\",\"target\",\".venv\",\"venv\"]}" ruleScopedConstraints="{\"IncludePathsOrPatterns\":null,\"ExcludePathsOrPatterns\":null}"
time="2026-02-24T09:33:09-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:09-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-menu-00000 worker=6
time="2026-02-24T09:33:09-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-menu-00000 worker=6
time="2026-02-24T09:33:09-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-unauthorized-access-00010 ruleset=patternfly-v5/patternfly-v6 worker=6
time="2026-02-24T09:33:09-05:00" level=info msg="Adding Carrier span info to context" worker=6
time="2026-02-24T09:33:09-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010 worker=6
time="2026-02-24T09:33:09-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-menu-00000
time="2026-02-24T09:33:09-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-menu-00000
time="2026-02-24T09:33:09-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=53
time="2026-02-24T09:33:09-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"import[\\\\s\\\\S]*NotAuthorized[\\\\s\\\\S]*from[\\\\s\\\\S]*['\\\"]@patternfly/react-component-groups['\\\"]\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-unauthorized-access-00010\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-unauthorized-access-00010\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010
time="2026-02-24T09:33:09-05:00" level=unknown msg="searching for files" additionalPaths="[]" criteria="{\"Patterns\":[\"\\\\.(j|t)sx?$\"],\"ConditionFilepaths\":null}" providerScopeConstraints="{\"IncludePathsOrPatterns\":[],\"ExcludePathsOrPatterns\":[\"node_modules\",\"vendor\",\".git\",\"dist\",\"build\",\"target\",\".venv\",\"venv\"]}" ruleScopedConstraints="{\"IncludePathsOrPatterns\":null,\"ExcludePathsOrPatterns\":null}"
time="2026-02-24T09:33:09-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:09-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-label-00000 worker=4
time="2026-02-24T09:33:09-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"\\u003cLabel[^\\u003e]*\\\\bcolor=['\\\"]gold['\\\"]\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-label-00000\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-label-00000\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-label-00000
time="2026-02-24T09:33:09-05:00" level=unknown msg="searching for files" additionalPaths="[]" criteria="{\"Patterns\":[\"\\\\.(j|t)sx?$\"],\"ConditionFilepaths\":null}" providerScopeConstraints="{\"IncludePathsOrPatterns\":[],\"ExcludePathsOrPatterns\":[\"node_modules\",\"vendor\",\".git\",\"dist\",\"build\",\"target\",\".venv\",\"venv\"]}" ruleScopedConstraints="{\"IncludePathsOrPatterns\":null,\"ExcludePathsOrPatterns\":null}"
time="2026-02-24T09:33:11-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="<HelperTextItem[^>]*\\bhasIcon\\b"
time="2026-02-24T09:33:11-05:00" level=unknown msg="searching for multiline pattern using parallelWalk" literal=false pattern="<HelperTextItem[^>]*\\bhasIcon\\b" totalFiles=158
time="2026-02-24T09:33:11-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-helper-text-00000 worker=0
time="2026-02-24T09:33:11-05:00" level=unknown msg="finished rule" error=null found=3 matched=false ruleID=patternfly-v5-to-patternfly-v6-helper-text-00000 worker=0
time="2026-02-24T09:33:11-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-wizard-00000 ruleset=patternfly-v5/patternfly-v6 worker=0
time="2026-02-24T09:33:11-05:00" level=info msg="Adding Carrier span info to context" worker=0
time="2026-02-24T09:33:11-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-wizard-00000 worker=0
time="2026-02-24T09:33:11-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-helper-text-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-helper-text-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=54
time="2026-02-24T09:33:11-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:11-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="import[\\s\\S]*NotAuthorized[\\s\\S]*from[\\s\\S]*['\"]@patternfly/react-component-groups['\"]"
time="2026-02-24T09:33:11-05:00" level=unknown msg="searching for multiline pattern using parallelWalk" literal=false pattern="import[\\s\\S]*NotAuthorized[\\s\\S]*from[\\s\\S]*['\"]@patternfly/react-component-groups['\"]" totalFiles=158
time="2026-02-24T09:33:11-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010 worker=6
time="2026-02-24T09:33:11-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010 worker=6
time="2026-02-24T09:33:11-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-accordion-00000 ruleset=patternfly-v5/patternfly-v6 worker=6
time="2026-02-24T09:33:11-05:00" level=info msg="Adding Carrier span info to context" worker=6
time="2026-02-24T09:33:11-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-accordion-00000 worker=6
time="2026-02-24T09:33:11-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-unauthorized-access-00010
time="2026-02-24T09:33:11-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=55
time="2026-02-24T09:33:11-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="<DataListAction[^>]*\\bisPlainButtonAction\\b"
time="2026-02-24T09:33:11-05:00" level=unknown msg="searching for multiline pattern using parallelWalk" literal=false pattern="<DataListAction[^>]*\\bisPlainButtonAction\\b" totalFiles=158
time="2026-02-24T09:33:11-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-data-list-00000 worker=7
time="2026-02-24T09:33:11-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-data-list-00000 worker=7
time="2026-02-24T09:33:11-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-accordion-00010 ruleset=patternfly-v5/patternfly-v6 worker=7
time="2026-02-24T09:33:11-05:00" level=info msg="Adding Carrier span info to context" worker=7
time="2026-02-24T09:33:11-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-accordion-00010 worker=7
time="2026-02-24T09:33:11-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-data-list-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-data-list-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=56
time="2026-02-24T09:33:11-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:11-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="<Label[^>]*\\bcolor=['\"]gold['\"]"
time="2026-02-24T09:33:11-05:00" level=unknown msg="searching for multiline pattern using parallelWalk" literal=false pattern="<Label[^>]*\\bcolor=['\"]gold['\"]" totalFiles=158
time="2026-02-24T09:33:11-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-label-00000 worker=4
time="2026-02-24T09:33:11-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-label-00000 worker=4
time="2026-02-24T09:33:11-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-renamed-interfaces-00000 ruleset=patternfly-v5/patternfly-v6 worker=4
time="2026-02-24T09:33:11-05:00" level=info msg="Adding Carrier span info to context" worker=4
time="2026-02-24T09:33:11-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-label-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-label-00000
time="2026-02-24T09:33:11-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=57
time="2026-02-24T09:33:11-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-renamed-interfaces-00000 worker=4
time="2026-02-24T09:33:11-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:12-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:12-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00060 worker=1
time="2026-02-24T09:33:12-05:00" level=unknown msg="finished rule" error=null found=0 matched=false ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00060 worker=1
time="2026-02-24T09:33:12-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-renamed-interfaces-00010 ruleset=patternfly-v5/patternfly-v6 worker=1
time="2026-02-24T09:33:12-05:00" level=info msg="Adding Carrier span info to context" worker=1
time="2026-02-24T09:33:12-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-renamed-interfaces-00010 worker=1
time="2026-02-24T09:33:12-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:12-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00060
time="2026-02-24T09:33:12-05:00" level=unknown msg="rule was evaluated, and we did not find a violation" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00060
time="2026-02-24T09:33:12-05:00" level=unknown msg="rule response received" failed=0 matched=10 total=235 unmatched=58
time="2026-02-24T09:33:12-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:12-05:00" level=unknown msg="finished rule" error=null found=33 matched=true ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00050 worker=9
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/addCredentialModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/viewSourcesList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/viewCredentialsList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourceModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showAggregateReportModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/viewScansList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/viewScansList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/viewCredentialsList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/viewSourcesList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/viewCredentialsList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/showSourceConnectionsModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourcesScanModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showScansModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showScansModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/viewSourcesList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourcesScanModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/viewScansList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourceModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showAggregateReportModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/showSourceConnectionsModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/addCredentialModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourcesScanModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/viewScansList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/viewCredentialsList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/viewCredentialsList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showAggregateReportModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/credentials/addCredentialModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/viewScansList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/viewSourcesList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/viewSourcesList.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/showSourceConnectionsModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/sources/addSourceModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=error msg="unable to get code location" error="open /opt/input/source/src/views/scans/showScansModal.tsx: no such file or directory"
time="2026-02-24T09:33:12-05:00" level=unknown msg="taking rule" rule=patternfly-v5-to-patternfly-v6-renamed-interfaces-00020 ruleset=patternfly-v5/patternfly-v6 worker=9
time="2026-02-24T09:33:12-05:00" level=info msg="Adding Carrier span info to context" worker=9
time="2026-02-24T09:33:12-05:00" level=info msg="processing rule" logger=process-rule ruleID=patternfly-v5-to-patternfly-v6-renamed-interfaces-00020 worker=9
time="2026-02-24T09:33:12-05:00" level=info msg="rule returned" ruleID=patternfly-v5-to-patternfly-v6-deprecated-components-00050
time="2026-02-24T09:33:12-05:00" level=unknown msg="rule response received" failed=0 matched=11 total=235 unmatched=58
time="2026-02-24T09:33:12-05:00" level=info msg=connection conn=2 logger=nodejs provider=grpc
time="2026-02-24T09:33:12-05:00" level=info msg="Made call to Evaluate" err=null logger=nodejs.grpcServiceClient provider=grpc
time="2026-02-24T09:33:12-05:00" level=unknown msg="no incidents found" ruleID=patternfly-v5-to-patternfly-v6-radio-00000 worker=3
time="2026-02-24T09:33:12-05:00" level=unknown msg="builtin condition context" condition="{\"Filecontent\":{\"filePattern\":\"\\\\.(j|t)sx?$\",\"pattern\":\"\\u003cRadio[^\\u003e]*\\\\bisLabelBeforeButton\\\\b\"},\"File\":{\"pattern\":\"\"},\"XML\":{\"xpath\":\"\"},\"XMLPublicID\":{\"regex\":\"\",\"namespaces\":null},\"JSON\":{\"xpath\":\"\"},\"HasTags\":null,\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-radio-00000\",\"DepLabelSelector\":\"\"}" provider context="{\"Tags\":{},\"Template\":{},\"RuleID\":\"patternfly-v5-to-patternfly-v6-radio-00000\",\"DepLabelSelector\":\"\"}" ruleID=patternfly-v5-to-patternfly-v6-radio-00000
time="2026-02-24T09:33:12-05:00" level=unknown msg="searching for files" additionalPaths="[]" criteria="{\"Patterns\":[\"\\\\.(j|t)sx?$\"],\"ConditionFilepaths\":null}" providerScopeConstraints="{\"IncludePathsOrPatterns\":[],\"ExcludePathsOrPatterns\":[\"node_modules\",\"vendor\",\".git\",\"dist\",\"build\",\"target\",\".venv\",\"venv\"]}" ruleScopedConstraints="{\"IncludePathsOrPatterns\":null,\"ExcludePathsOrPatterns\":null}"
time="2026-02-24T09:33:14-05:00" level=unknown msg="analyzing pattern" needsMultiline=true pattern="<Radio[^>]*\\bisLabelBeforeButton\\b"
